rental_id,rental_date,inventory_id,customer_id,return_date,staff_id
179,5/26/2011 4:26,2575,19,6/3/2011 10:06,1
180,5/26/2011 4:46,2752,75,6/1/2011 9:58,1
181,5/26/2011 4:47,2417,587,5/29/2011 6:34,2
182,5/26/2011 4:49,4396,237,6/1/2011 5:43,2
183,5/26/2011 5:01,2877,254,6/1/2011 9:04,1
184,5/26/2011 5:29,1970,556,5/28/2011 10:10,1
185,5/26/2011 5:30,2598,125,6/2/2011 9:48,2
186,5/26/2011 5:32,1799,468,6/3/2011 7:19,2
187,5/26/2011 5:42,4004,515,6/4/2011 0:38,1
188,5/26/2011 5:47,3342,243,5/26/2011 23:48,1
189,5/26/2011 6:01,984,247,5/27/2011 6:11,1
190,5/26/2011 6:11,3962,533,6/1/2011 9:44,1
191,5/26/2011 6:14,4365,412,5/28/2011 5:33,1
192,5/26/2011 6:20,1897,437,6/2/2011 10:57,1
193,5/26/2011 6:41,3900,270,5/30/2011 6:21,2
194,5/26/2011 6:52,1337,29,5/30/2011 4:08,2
195,5/26/2011 6:52,506,564,5/31/2011 2:47,2
196,5/26/2011 6:55,190,184,5/27/2011 10:54,1
197,5/26/2011 6:59,4212,546,6/3/2011 5:04,2
198,5/26/2011 7:03,1789,54,6/4/2011 11:45,1
199,5/26/2011 7:11,2135,71,5/28/2011 9:06,1
200,5/26/2011 7:12,3926,321,5/31/2011 12:07,1
201,5/26/2011 7:13,776,444,6/4/2011 2:02,2
202,5/26/2011 7:27,674,20,6/2/2011 3:52,1
203,5/26/2011 7:27,3374,109,6/3/2011 12:52,1
204,5/26/2011 7:30,1842,528,5/30/2011 8:11,1
205,5/26/2011 7:59,303,114,5/29/2011 9:43,2
206,5/26/2011 8:01,1717,345,5/27/2011 6:26,1
207,5/26/2011 8:04,102,47,5/27/2011 9:32,2
208,5/26/2011 8:10,3669,274,5/27/2011 3:55,1
209,5/26/2011 8:14,729,379,5/27/2011 9:00,1
210,5/26/2011 8:14,1801,391,5/27/2011 12:12,2
211,5/26/2011 8:33,4005,170,5/28/2011 14:09,1
212,5/26/2011 8:34,764,59,5/30/2011 12:46,2
213,5/26/2011 8:44,1505,394,5/31/2011 12:33,2
214,5/26/2011 8:48,1453,98,5/31/2011 4:06,2
215,5/26/2011 9:02,679,197,5/28/2011 9:45,2
216,5/26/2011 9:17,1398,91,6/3/2011 8:21,1
217,5/26/2011 9:24,4395,121,5/31/2011 3:24,2
218,5/26/2011 9:27,2291,309,6/4/2011 11:53,2
219,5/26/2011 9:41,3074,489,5/28/2011 4:40,1
220,5/26/2011 10:06,1259,542,6/1/2011 7:43,1
221,5/26/2011 10:14,3578,143,5/29/2011 5:57,1
222,5/26/2011 10:14,2745,83,5/31/2011 8:36,2
223,5/26/2011 10:15,3121,460,5/30/2011 11:43,1
224,5/26/2011 10:18,4285,318,6/4/2011 6:59,1
225,5/26/2011 10:27,651,467,6/1/2011 7:01,2
226,5/26/2011 10:44,4181,221,5/31/2011 13:26,2
227,5/26/2011 10:51,214,301,5/30/2011 7:24,1
228,5/26/2011 10:54,511,571,6/4/2011 9:39,1
229,5/26/2011 11:19,1131,312,5/31/2011 11:56,2
230,5/26/2011 11:31,1085,58,5/30/2011 15:22,1
231,5/26/2011 11:31,4032,365,5/27/2011 7:27,1
232,5/26/2011 11:38,2945,256,5/27/2011 8:42,2
233,5/26/2011 11:43,715,531,5/28/2011 17:28,2
234,5/26/2011 11:47,1321,566,6/3/2011 10:39,2
235,5/26/2011 11:51,3537,119,6/4/2011 9:36,1
236,5/26/2011 11:53,1265,446,5/28/2011 13:55,1
237,5/26/2011 12:15,241,536,5/29/2011 18:10,1
238,5/26/2011 12:30,503,211,5/27/2011 6:49,1
239,5/26/2011 12:30,131,49,6/1/2011 13:26,2
240,5/26/2011 12:40,3420,103,6/4/2011 7:22,1
241,5/26/2011 12:49,4438,245,5/28/2011 11:43,2
242,5/26/2011 13:05,2095,214,6/2/2011 15:26,1
243,5/26/2011 13:06,1721,543,6/3/2011 17:28,2
244,5/26/2011 13:40,1041,257,5/31/2011 11:58,1
245,5/26/2011 13:46,3045,158,5/27/2011 9:58,2
246,5/26/2011 13:57,2829,240,5/29/2011 10:12,2
247,5/26/2011 14:01,4095,102,5/28/2011 13:38,2
248,5/26/2011 14:07,1913,545,5/31/2011 14:03,2
249,5/26/2011 14:19,2428,472,5/28/2011 17:47,2
250,5/26/2011 14:30,368,539,5/27/2011 8:50,1
251,5/26/2011 14:35,4352,204,5/29/2011 17:17,1
252,5/26/2011 14:39,1203,187,6/2/2011 14:48,1
253,5/26/2011 14:43,2969,416,5/27/2011 12:21,1
254,5/26/2011 14:43,1835,390,5/31/2011 9:19,2
255,5/26/2011 14:52,3264,114,5/27/2011 12:45,1
256,5/26/2011 15:20,3194,436,5/31/2011 15:58,1
257,5/26/2011 15:27,2570,373,5/29/2011 16:25,2
258,5/26/2011 15:28,3534,502,5/30/2011 18:38,2
259,5/26/2011 15:32,30,482,6/4/2011 15:27,2
260,5/26/2011 15:42,435,21,5/31/2011 13:21,2
261,5/26/2011 15:44,1369,414,6/2/2011 9:47,2
262,5/26/2011 15:46,4261,236,5/28/2011 15:49,2
263,5/26/2011 15:47,1160,449,5/30/2011 10:07,2
264,5/26/2011 16:00,2069,251,5/27/2011 10:12,2
265,5/26/2011 16:07,2276,303,6/1/2011 14:20,1
266,5/26/2011 16:08,3303,263,5/27/2011 10:55,2
267,5/26/2011 16:16,1206,417,5/30/2011 16:53,2
268,5/26/2011 16:19,1714,75,5/27/2011 14:35,1
269,5/26/2011 16:19,3501,322,5/27/2011 15:59,2
270,5/26/2011 16:20,207,200,6/3/2011 12:40,2
271,5/26/2011 16:22,2388,92,6/3/2011 17:30,2
272,5/26/2011 16:27,971,71,6/3/2011 13:10,2
273,5/26/2011 16:29,1590,193,5/29/2011 18:49,2
274,5/26/2011 16:48,656,311,6/3/2011 18:17,1
275,5/26/2011 17:09,1718,133,6/4/2011 22:35,1
276,5/26/2011 17:16,1221,58,6/3/2011 12:59,1
277,5/26/2011 17:32,1409,45,5/28/2011 22:54,1
278,5/26/2011 17:40,182,214,6/2/2011 16:43,2
279,5/26/2011 18:02,661,384,6/3/2011 18:48,2
280,5/26/2011 18:36,1896,167,5/27/2011 23:42,1
281,5/26/2011 18:49,1208,582,5/27/2011 18:11,2
282,5/26/2011 18:56,4486,282,6/1/2011 16:32,2
283,5/26/2011 19:05,3530,242,5/31/2011 19:19,1
284,5/26/2011 19:21,350,359,6/4/2011 14:18,2
285,5/26/2011 19:41,2486,162,5/31/2011 16:58,2
286,5/26/2011 19:44,314,371,6/4/2011 18:00,2
287,5/26/2011 19:44,3631,17,6/2/2011 1:10,1
288,5/26/2011 19:47,3546,82,6/3/2011 20:53,2
289,5/26/2011 20:01,2449,81,5/28/2011 15:09,1
290,5/26/2011 20:08,2776,429,5/30/2011 0:32,1
291,5/26/2011 20:20,485,577,6/3/2011 2:06,2
292,5/26/2011 20:22,4264,515,6/5/2011 0:58,1
293,5/26/2011 20:27,1828,158,6/3/2011 16:45,2
294,5/26/2011 20:29,2751,369,5/28/2011 17:20,1
295,5/26/2011 20:33,4030,65,5/27/2011 18:23,2
296,5/26/2011 20:35,3878,468,6/4/2011 2:31,2
297,5/26/2011 20:48,1594,48,5/27/2011 19:52,2
298,5/26/2011 20:52,1083,460,5/29/2011 22:08,2
299,5/26/2011 20:55,4376,448,5/28/2011 0:25,2
300,5/26/2011 20:57,249,47,6/5/2011 1:34,2
301,5/26/2011 21:06,3448,274,6/1/2011 1:54,2
302,5/26/2011 21:13,2921,387,6/3/2011 15:49,2
303,5/26/2011 21:16,1111,596,5/27/2011 23:41,2
304,5/26/2011 21:21,1701,534,6/2/2011 0:05,1
305,5/26/2011 21:22,2665,464,6/2/2011 22:33,2
306,5/26/2011 21:31,2781,547,5/28/2011 19:37,1
307,5/26/2011 21:48,1097,375,6/4/2011 22:24,1
308,5/26/2011 22:01,187,277,6/4/2011 20:24,2
309,5/26/2011 22:38,1946,251,6/2/2011 3:10,2
310,5/26/2011 22:41,593,409,6/2/2011 4:09,1
311,5/26/2011 22:51,2830,201,6/1/2011 0:02,1
312,5/26/2011 22:52,2008,143,6/2/2011 18:14,2
313,5/26/2011 22:56,4156,594,5/29/2011 1:29,2
314,5/26/2011 23:09,2851,203,5/28/2011 22:49,2
315,5/26/2011 23:12,2847,238,5/29/2011 23:33,1
316,5/26/2011 23:22,3828,249,5/29/2011 23:25,2
317,5/26/2011 23:23,26,391,6/1/2011 19:56,2
318,5/26/2011 23:37,2559,60,6/3/2011 4:31,2
319,5/26/2011 23:52,3024,77,5/30/2011 18:55,1
320,5/27/2011 0:09,1090,2,5/28/2011 4:30,2
322,5/27/2011 0:47,4556,496,6/2/2011 0:32,1
323,5/27/2011 0:49,2362,144,5/30/2011 3:12,1
324,5/27/2011 1:00,3364,292,5/30/2011 4:27,1
325,5/27/2011 1:09,2510,449,5/31/2011 7:01,2
326,5/27/2011 1:10,3979,432,6/4/2011 20:25,2
327,5/27/2011 1:18,2678,105,6/4/2011 4:06,1
328,5/27/2011 1:29,2524,451,6/1/2011 2:27,1
329,5/27/2011 1:57,2659,231,5/31/2011 4:19,2
330,5/27/2011 2:15,1536,248,6/4/2011 5:09,2
331,5/27/2011 2:22,1872,67,6/5/2011 0:25,1
332,5/27/2011 2:27,1529,299,6/3/2011 1:26,2
333,5/27/2011 2:52,4001,412,6/1/2011 0:55,2
334,5/27/2011 3:03,3973,194,5/29/2011 3:54,1
335,5/27/2011 3:07,1411,16,6/5/2011 0:15,2
336,5/27/2011 3:15,1811,275,5/29/2011 22:43,1
337,5/27/2011 3:22,751,19,6/2/2011 3:27,1
338,5/27/2011 3:42,2596,165,6/1/2011 5:23,2
339,5/27/2011 3:47,2410,516,6/4/2011 5:46,2
340,5/27/2011 3:55,946,209,6/4/2011 7:57,2
341,5/27/2011 4:01,4168,56,6/5/2011 8:51,1
342,5/27/2011 4:11,4019,539,5/29/2011 1:28,2
343,5/27/2011 4:13,3301,455,5/28/2011 8:34,1
344,5/27/2011 4:30,2327,236,5/29/2011 10:13,2
345,5/27/2011 4:32,1396,144,5/31/2011 9:50,1
346,5/27/2011 4:34,4319,14,6/5/2011 4:24,2
347,5/27/2011 4:40,1625,378,5/28/2011 9:56,2
348,5/27/2011 4:50,1825,473,6/1/2011 4:43,1
349,5/27/2011 4:53,2920,36,5/28/2011 6:33,2
350,5/27/2011 5:01,2756,9,6/4/2011 5:01,2
351,5/27/2011 5:39,3371,118,6/1/2011 11:10,1
352,5/27/2011 5:48,4369,157,5/29/2011 9:05,1
353,5/27/2011 6:03,3989,503,6/3/2011 4:39,2
354,5/27/2011 6:12,2058,452,6/1/2011 6:48,1
355,5/27/2011 6:15,141,446,6/1/2011 2:50,2
356,5/27/2011 6:32,2868,382,5/30/2011 6:24,2
357,5/27/2011 6:37,4417,198,5/30/2011 7:04,2
358,5/27/2011 6:43,1925,102,5/29/2011 11:28,2
359,5/27/2011 6:48,1156,152,5/29/2011 3:55,1
360,5/27/2011 6:51,3489,594,6/3/2011 1:58,1
361,5/27/2011 7:03,6,587,5/31/2011 8:01,1
362,5/27/2011 7:10,2324,147,6/1/2011 8:34,1
363,5/27/2011 7:14,4282,345,5/28/2011 12:22,2
364,5/27/2011 7:20,833,430,5/31/2011 10:44,2
365,5/27/2011 7:31,2887,167,6/4/2011 4:46,1
366,5/27/2011 7:33,360,134,6/4/2011 1:55,2
367,5/27/2011 7:37,3437,439,5/30/2011 5:43,2
368,5/27/2011 7:42,1247,361,6/4/2011 11:20,2
369,5/27/2011 7:46,944,508,6/1/2011 6:20,2
370,5/27/2011 7:49,3347,22,6/5/2011 6:39,2
371,5/27/2011 8:08,1235,295,6/5/2011 3:05,2
372,5/27/2011 8:13,4089,510,6/4/2011 3:50,2
373,5/27/2011 8:16,1649,464,6/1/2011 11:41,1
374,5/27/2011 8:26,4420,337,6/5/2011 7:13,1
375,5/27/2011 8:49,1815,306,6/4/2011 14:11,1
376,5/27/2011 8:58,3197,542,6/2/2011 4:48,1
377,5/27/2011 9:04,3012,170,6/2/2011 3:36,2
378,5/27/2011 9:23,2242,53,5/29/2011 15:20,1
379,5/27/2011 9:25,3462,584,6/2/2011 6:19,1
380,5/27/2011 9:34,1777,176,6/4/2011 11:45,1
381,5/27/2011 9:43,2748,371,5/31/2011 12:00,1
382,5/27/2011 10:12,4358,183,5/31/2011 15:03,1
383,5/27/2011 10:12,955,298,6/3/2011 10:37,1
384,5/27/2011 10:18,910,371,6/2/2011 9:21,2
385,5/27/2011 10:23,1565,213,5/30/2011 15:27,2
386,5/27/2011 10:26,1288,109,5/30/2011 8:32,1
387,5/27/2011 10:35,2684,506,6/1/2011 13:37,2
388,5/27/2011 10:37,434,28,5/30/2011 5:45,1
389,5/27/2011 10:45,691,500,6/5/2011 6:22,2
390,5/27/2011 11:02,3759,48,6/2/2011 16:09,2
391,5/27/2011 11:03,2193,197,6/1/2011 11:59,2
392,5/27/2011 11:14,263,359,6/1/2011 14:28,2
393,5/27/2011 11:18,145,251,5/28/2011 7:10,2
394,5/27/2011 11:26,1890,274,6/3/2011 16:44,2
395,5/27/2011 11:45,752,575,5/31/2011 13:42,1
396,5/27/2011 11:47,1020,112,5/29/2011 10:14,1
397,5/27/2011 12:29,4193,544,5/28/2011 17:36,2
398,5/27/2011 12:44,1686,422,6/2/2011 8:19,1
399,5/27/2011 12:48,553,204,5/29/2011 15:27,1
400,5/27/2011 12:51,258,249,5/31/2011 8:34,2
401,5/27/2011 12:57,2179,46,5/29/2011 17:55,2
402,5/27/2011 13:17,461,354,5/30/2011 8:53,2
403,5/27/2011 13:28,3983,424,5/29/2011 11:47,2
404,5/27/2011 13:31,1293,168,5/30/2011 16:58,1
405,5/27/2011 13:32,4090,272,6/5/2011 18:53,2
406,5/27/2011 13:46,2136,381,5/30/2011 12:43,1
407,5/27/2011 13:57,1077,44,5/31/2011 18:23,1
408,5/27/2011 13:57,1438,84,5/28/2011 11:57,1
409,5/27/2011 14:10,3652,220,6/2/2011 10:40,2
410,5/27/2011 14:11,4010,506,6/2/2011 20:06,2
411,5/27/2011 14:14,1434,388,6/3/2011 17:39,1
412,5/27/2011 14:17,1400,375,5/29/2011 15:07,2
413,5/27/2011 14:45,3516,307,6/3/2011 11:11,1
414,5/27/2011 14:48,1019,219,5/31/2011 14:39,2
415,5/27/2011 14:51,3698,304,5/28/2011 19:07,2
416,5/27/2011 15:02,2371,222,5/29/2011 10:34,2
417,5/27/2011 15:07,2253,475,5/29/2011 20:01,2
418,5/27/2011 15:13,3063,151,6/4/2011 12:05,2
419,5/27/2011 15:15,2514,77,6/2/2011 11:53,1
420,5/27/2011 15:19,619,93,6/3/2011 15:07,2
421,5/27/2011 15:30,2985,246,6/4/2011 13:19,2
422,5/27/2011 15:31,1152,150,6/1/2011 11:47,2
423,5/27/2011 15:32,1783,284,6/2/2011 19:03,1
424,5/27/2011 15:34,2815,35,6/5/2011 9:44,1
425,5/27/2011 15:51,1518,182,6/3/2011 16:52,2
426,5/27/2011 15:56,1103,522,6/5/2011 11:45,1
427,5/27/2011 16:10,1677,288,6/5/2011 13:22,2
428,5/27/2011 16:10,3349,161,5/31/2011 17:24,2
429,5/27/2011 16:21,129,498,6/5/2011 20:23,2
430,5/27/2011 16:22,1920,190,6/5/2011 13:10,1
431,5/27/2011 16:31,4507,334,6/5/2011 11:29,1
432,5/27/2011 16:40,1119,46,5/29/2011 16:20,1
433,5/27/2011 16:40,4364,574,5/30/2011 19:55,2
434,5/27/2011 16:54,3360,246,6/4/2011 22:26,1
435,5/27/2011 17:17,3328,3,6/2/2011 11:20,2
436,5/27/2011 17:21,4317,267,5/30/2011 21:26,2
437,5/27/2011 17:47,1800,525,6/5/2011 14:22,2
438,5/27/2011 17:52,4260,249,6/5/2011 22:23,2
439,5/27/2011 17:54,354,319,6/2/2011 23:01,2
440,5/27/2011 18:00,4452,314,5/29/2011 16:15,1
441,5/27/2011 18:11,1578,54,5/30/2011 22:45,1
442,5/27/2011 18:12,1457,403,5/30/2011 12:30,2
443,5/27/2011 18:35,2021,547,6/4/2011 18:58,1
444,5/27/2011 18:39,723,239,6/1/2011 15:56,1
445,5/27/2011 18:42,1757,293,5/30/2011 22:35,2
446,5/27/2011 18:48,1955,401,6/3/2011 16:42,2
447,5/27/2011 18:57,3890,133,6/5/2011 18:38,1
448,5/27/2011 19:03,2671,247,6/3/2011 20:28,2
449,5/27/2011 19:13,2469,172,6/4/2011 1:08,2
450,5/27/2011 19:18,1343,247,6/5/2011 23:52,1
451,5/27/2011 19:27,205,87,5/29/2011 1:07,2
452,5/27/2011 19:30,2993,127,5/30/2011 20:53,2
453,5/27/2011 19:31,4425,529,5/29/2011 23:06,1
